Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPperG,PTSperG,RBperG,ASTperG,WS,WS/48,BPM,VORP,Year
78,SEA,Todd Linder,University of Tampa,,,0.0,,,,,,,,,,,,,,,1987
79,CHI,Jack Haley,UCLA,9,341,3288.0,1180,922,82,.425,.000,.655,9.6,3.5,2.7,0.2,2.9,.042,-6.7,-3.9,1987
80,CLE,Carven Holcombe,TCU,,,0.0,,,,,,,,,,,,,,,1987
81,WSB,Scott Thompson,University of San Diego,,,0.0,,,,,,,,,,,,,,,1987
82,HOU,Joe Niego,Lewis (IL),,,0.0,,,,,,,,,,,,,,,1987
83,GSW,Bennie Bolton,NC State,,,0.0,,,,,,,,,,,,,,,1987
84,UTA,Reuben Holmes,Alabama State University,,,0.0,,,,,,,,,,,,,,,1987
85,PHI,Brian Rahilly,Tulsa,,,0.0,,,,,,,,,,,,,,,1987
86,POR,Norwood Barber,Florida State,,,0.0,,,,,,,,,,,,,,,1987
87,MIL,Darryl Bedford,Austin Peay State University,,,0.0,,,,,,,,,,,,,,,1987
88,DET,Dave Popson,UNC,3,41,196.0,76,46,13,.405,.000,.750,4.8,1.9,1.1,0.3,-0.1,-.033,-7.7,-0.3,1987
89,DAL,David Johnson,Oklahoma,,,0.0,,,,,,,,,,,,,,,1987
90,ATL,Theofanis Christodoulou,,,,0.0,,,,,,,,,,,,,,,1987
91,BOS,Darryl Kennedy,Oklahoma,,,0.0,,,,,,,,,,,,,,,1987
92,LAL,Ralph Tally,Norfolk State,,,0.0,,,,,,,,,,,,,,,1987
93,LAC,Chad Kessler,Georgia,,,0.0,,,,,,,,,,,,,,,1987
94,NJN,James Blackmon,Kentucky,,,0.0,,,,,,,,,,,,,,,1987
95,NYK,Glen Clem,Vanderbilt,,,0.0,,,,,,,,,,,,,,,1987
96,SAS,Dennis Willliams,Georgia,,,0.0,,,,,,,,,,,,,,,1987
97,SAC,Vernon Carr,Michigan State,,,0.0,,,,,,,,,,,,,,,1987
98,CLE,Carl Lott,TCU,,,0.0,,,,,,,,,,,,,,,1987
99,PHO,Brent Counts,University of the Pacific,,,0.0,,,,,,,,,,,,,,,1987
100,DEN,Ron Grandison,New Orleans,4,105,872.0,254,163,58,.404,.167,.713,8.3,2.4,1.6,0.6,1.2,.064,-2.6,-0.1,1987
101,SEA,Michael Tait,Clemson,,,0.0,,,,,,,,,,,,,,,1987
102,CHI,Anthony Wilson,LSU,,,0.0,,,,,,,,,,,,,,,1987
103,IND,Mike Milling,UNC Charlotte,,,0.0,,,,,,,,,,,,,,,1987
104,HOU,Andre LaFleur,Northeastern University,,,0.0,,,,,,,,,,,,,,,1987
105,GSW,Terry Williams,SMU,,,0.0,,,,,,,,,,,,,,,1987
106,WSB,Patrick Fairs,Texas,,,0.0,,,,,,,,,,,,,,,1987
107,UTA,Bart Kofoed,University of Nebraska at Kearney,5,111,702.0,162,56,108,.387,.188,.614,6.3,1.5,0.5,1.0,0.0,.002,-5.1,-0.6,1987
108,PHI,Frank Ross,American University,,,0.0,,,,,,,,,,,,,,,1987
109,POR,David Moss,Tulsa,,,0.0,,,,,,,,,,,,,,,1987
110,MIL,Brian Vaughns,UC Santa Barbara,,,0.0,,,,,,,,,,,,,,,1987
111,DET,Gerry Wright,Iowa,,,0.0,,,,,,,,,,,,,,,1987
112,DAL,Sam Hill,Iowa State,,,0.0,,,,,,,,,,,,,,,1987
113,ATL,Jose Antonio Montero,,,,0.0,,,,,,,,,,,,,,,1987
114,BOS,Dave Butler,California,,,0.0,,,,,,,,,,,,,,,1987
115,LAL,Kenny Travis,New Mexico State,,,0.0,,,,,,,,,,,,,,,1987
116,LAC,Martin Nessley,Duke,1,44,336.0,48,82,16,.385,,.444,7.6,1.1,1.9,0.4,-0.1,-.014,-8.2,-0.5,1987
117,NYK,Howard Triche,Syracuse,,,0.0,,,,,,,,,,,,,,,1987
118,NJN,Perry Bromwell,Penn,,,0.0,,,,,,,,,,,,,,,1987
119,SAS,Ricky Brown,University of South Alabama,,,0.0,,,,,,,,,,,,,,,1987
120,SAC,Daryl Thomas,Indiana,,,0.0,,,,,,,,,,,,,,,1987
121,CLE,Harold Jensen,Villanova,,,0.0,,,,,,,,,,,,,,,1987
122,PHO,Marcel Boyce,University of Akron,,,0.0,,,,,,,,,,,,,,,1987
123,DEN,Kelvin Scarborough,New Mexico,,,0.0,,,,,,,,,,,,,,,1987
124,SEA,Tom Gneiting,BYU,,,0.0,,,,,,,,,,,,,,,1987
125,CHI,Doug Altenberger,Illinois,,,0.0,,,,,,,,,,,,,,,1987
126,IND,Gary Graham,UNLV,,,0.0,,,,,,,,,,,,,,,1987
127,GSW,Šarūnas Marčiulionis,,7,363,8123.0,4631,819,807,.505,.369,.768,22.4,12.8,2.3,2.2,20.0,.118,0.3,4.7,1987
128,WSB,Dwayne Scholten,Washington State,,,0.0,,,,,,,,,,,,,,,1987
129,HOU,Fred Jenkins,Tennessee,,,0.0,,,,,,,,,,,,,,,1987
130,UTA,Art Sabb,Bloomfield College,,,0.0,,,,,,,,,,,,,,,1987
131,PHI,Tracy Foster,UAB,,,0.0,,,,,,,,,,,,,,,1987
132,POR,Bernard Jackson,Loyola Chicago,,,0.0,,,,,,,,,,,,,,,1987
133,MIL,Gay Elmore,Virginia Military Institute,,,0.0,,,,,,,,,,,,,,,1987
134,DET,Antoine Joubert,Michigan,,,0.0,,,,,,,,,,,,,,,1987
135,DAL,Quintan Gates,Texas-El Paso,,,0.0,,,,,,,,,,,,,,,1987
136,ATL,Riccardo Morandotti,,,,0.0,,,,,,,,,,,,,,,1987
137,BOS,Tim Naegeli,University of Wisconsin-Stevens Point,,,0.0,,,,,,,,,,,,,,,1987
138,LAL,Frank Ford,Auburn,,,0.0,,,,,,,,,,,,,,,1987
139,LAC,Henry Carr,Wichita State,,,0.0,,,,,,,,,,,,,,,1987
140,NJN,Frank Booker,Bowling Green,,,0.0,,,,,,,,,,,,,,,1987
141,NYK,Wayne Williams,Saint Joseph's,,,0.0,,,,,,,,,,,,,,,1987
142,SAS,Raynard Davis,Texas,,,0.0,,,,,,,,,,,,,,,1987
143,SAC,Scott Adubato,Upsala College,,,0.0,,,,,,,,,,,,,,,1987
144,CLE,Michael Foster,South Carolina,,,0.0,,,,,,,,,,,,,,,1987
145,PHO,Roy Singleton,Grand Canyon University,,,0.0,,,,,,,,,,,,,,,1987
146,DEN,Rowan Gomes,Hampton,,,0.0,,,,,,,,,,,,,,,1987
147,SEA,Mike Giomi,NC State,,,0.0,,,,,,,,,,,,,,,1987
148,CHI,Ervin Leavy,Central Michigan University,,,0.0,,,,,,,,,,,,,,,1987
149,IND,Montel Hatcher,UCLA,,,0.0,,,,,,,,,,,,,,,1987
150,WSB,Jamie Dixon,TCU,,,0.0,,,,,,,,,,,,,,,1987
151,HOU,Clarence Grier,Campbell,,,0.0,,,,,,,,,,,,,,,1987
152,GSW,Ronnie Leggette,West Virginia State University,,,0.0,,,,,,,,,,,,,,,1987
153,UTA,Keith Webster,Harvard University,,,0.0,,,,,,,,,,,,,,,1987
154,PHI,Eric Semisch,West Virginia,,,0.0,,,,,,,,,,,,,,,1987
155,POR,Kenny Stone,George Fox University,,,0.0,,,,,,,,,,,,,,,1987
156,DEN,Curtis Hunter,UNC,,,0.0,,,,,,,,,,,,,,,1987
157,DET,Mark Gottfried,Alabama,,,0.0,,,,,,,,,,,,,,,1987
158,DAL,Gerald White,Auburn,,,0.0,,,,,,,,,,,,,,,1987
159,ATL,Franjo Arapovic,,,,0.0,,,,,,,,,,,,,,,1987
160,BOS,Gerry Corcoran,Northeastern University,,,0.0,,,,,,,,,,,,,,,1987
161,LAL,Ron Vanderschaaf,Central Washington University,,,0.0,,,,,,,,,,,,,,,1987
1,LAC,Danny Manning,Kansas,15,883,24202.0,12367,4615,2063,.511,.206,.729,27.4,14.0,5.2,2.3,55.1,.109,1.0,18.4,1988
2,IND,Rik Smits,Marist College,12,867,23100.0,12871,5277,1215,.507,.115,.773,26.6,14.8,6.1,1.4,56.6,.118,-0.2,10.4,1988
3,PHI,Charles Smith,Pitt,9,564,16378.0,8107,3246,798,.475,.194,.774,29.0,14.4,5.8,1.4,40.9,.120,-0.1,8.1,1988
4,NJN,Chris Morris,Auburn,11,747,18748.0,8184,3544,1182,.441,.306,.739,25.1,11.0,4.7,1.6,37.4,.096,0.9,13.7,1988
5,GSW,Mitch Richmond,Kansas State,14,976,34309.0,20497,3801,3398,.455,.388,.850,35.2,21.0,3.9,3.5,79.3,.111,1.4,29.3,1988
6,LAC,Hersey Hawkins,Bradley,13,983,32034.0,14470,3554,2860,.461,.394,.870,32.6,14.7,3.6,2.9,90.6,.136,2.0,32.6,1988
7,PHO,Tim Perry,Temple,8,481,9436.0,3283,1911,436,.485,.318,.648,19.6,6.8,4.0,0.9,14.6,.074,-1.4,1.5,1988
8,CHH,Rex Chapman,Kentucky,12,666,19542.0,9731,1645,1798,.430,.350,.800,29.3,14.6,2.5,2.7,24.7,.061,-1.0,5.2,1988
9,MIA,Rony Seikaly,Syracuse,11,678,21395.0,9991,6424,860,.484,.188,.679,31.6,14.7,9.5,1.3,37.3,.084,-1.9,0.6,1988
10,SAS,Willie Anderson,Georgia,9,555,15974.0,6771,2082,2105,.471,.266,.786,28.8,12.2,3.8,3.8,27.9,.084,0.1,8.6,1988
11,CHI,Will Perdue,Vanderbilt,13,792,12360.0,3740,3918,595,.515,.067,.577,15.6,4.7,4.9,0.8,26.6,.103,-2.1,-0.2,1988
12,WSB,Harvey Grant,Oklahoma,11,783,20510.0,7781,3436,1219,.469,.267,.709,26.2,9.9,4.4,1.6,36.4,.085,-0.9,5.7,1988
13,MIL,Jeff Grayer,Iowa State,9,438,8277.0,3257,1294,635,.457,.255,.663,18.9,7.4,3.0,1.4,9.0,.052,-2.5,-1.1,1988
14,PHO,Dan Majerle,Central Michigan University,14,955,30206.0,10925,4265,2755,.431,.358,.741,31.6,11.4,4.5,2.9,78.5,.125,1.9,29.7,1988
15,SEA,Gary Grant,Michigan,13,552,12602.0,4368,1283,3013,.450,.278,.776,22.8,7.9,2.3,5.5,12.0,.046,-0.8,3.7,1988
16,HOU,Derrick Chievous,Missouri,3,154,2240.0,1086,364,110,.443,.242,.755,14.5,7.1,2.4,0.7,2.7,.057,-3.2,-0.7,1988
17,UTA,Eric Leckner,Wyoming,8,449,5448.0,1835,1418,211,.508,.000,.669,12.1,4.1,3.2,0.5,6.2,.054,-5.3,-4.6,1988
18,SAC,Ricky Berry,San Jose State,1,64,1406.0,706,197,80,.450,.406,.789,22.0,11.0,3.1,1.3,2.4,.083,-1.7,0.1,1988
19,NYK,Rod Strickland,DePaul,17,1094,33634.0,14463,4084,7987,.454,.282,.721,30.7,13.2,3.7,7.3,85.8,.122,2.3,36.6,1988
20,MIA,Kevin Edwards,DePaul,11,604,15332.0,6596,1653,1609,.423,.335,.803,25.4,10.9,2.7,2.7,12.5,.039,-1.1,3.3,1988
21,POR,Mark Bryant,Seton Hall,15,797,13479.0,4313,2992,491,.500,.083,.697,16.9,5.4,3.8,0.6,26.1,.093,-3.2,-4.0,1988
22,CLE,Randolph Keys,Southern Miss,5,241,3318.0,1262,551,192,.425,.272,.721,13.8,5.2,2.3,0.8,2.3,.034,-3.9,-1.6,1988
23,DEN,Jerome Lane,Pitt,5,218,3215.0,1154,1258,322,.441,.063,.379,14.7,5.3,5.8,1.5,2.3,.034,-3.6,-1.3,1988
24,BOS,Brian Shaw,UC Santa Barbara,14,943,21666.0,6547,3183,3918,.403,.304,.782,23.0,6.9,3.4,4.2,23.8,.053,-1.0,5.3,1988
25,LAL,David Rivers,Notre Dame,3,114,1286.0,383,147,282,.398,.083,.794,11.3,3.4,1.3,2.5,-0.3,-.010,-4.0,-0.7,1988
26,POR,Rolando Ferreira,Houston,1,12,34.0,9,13,1,.056,,.875,2.8,0.8,1.1,0.1,-0.2,-.352,-23.2,-0.2,1988
27,SAS,Shelton Jones,St. John's,1,51,682.0,244,113,42,.445,.000,.725,13.4,4.8,2.2,0.8,0.3,.022,-3.3,-0.2,1988
28,PHO,Andrew Lang,Arkansas,12,737,15344.0,4431,3511,424,.470,.250,.744,20.8,6.0,4.8,0.6,28.6,.089,-1.8,0.7,1988
29,SAC,Vinny Del Negro,NC State,12,771,19211.0,7038,1810,2484,.475,.359,.840,24.9,9.1,2.3,3.2,40.6,.101,-0.7,6.1,1988
30,DET,Fennis Dembo,Wyoming,1,31,74.0,36,23,5,.333,.000,.800,2.4,1.2,0.7,0.2,-0.1,-.037,-10.8,-0.2,1988
31,PHI,Everette Stephens,Purdue,2,38,215.0,71,23,39,.333,.200,.792,5.7,1.9,0.6,1.0,-0.4,-.083,-4.7,-0.1,1988
32,NJN,Charles Shackleford,NC State,6,303,4614.0,1625,1448,170,.483,.000,.654,15.2,5.4,4.8,0.6,7.3,.076,-3.0,-1.2,1988
33,MIA,Grant Long,Eastern Michigan,15,1003,28514.0,9518,6154,1716,.467,.283,.761,28.4,9.5,6.1,1.7,60.1,.101,-0.6,10.2,1988
34,CHH,Tom Tolbert,Arizona,7,312,5680.0,2030,1251,285,.460,.296,.716,18.2,6.5,4.0,0.9,6.6,.056,-3.4,-2.0,1988
35,MIA,Sylvester Gray,Memphis,1,55,1220.0,440,286,117,.420,.250,.673,22.2,8.0,5.2,2.1,0.7,.028,-2.6,-0.2,1988
36,WSB,Ledell Eackles,New Orleans,7,441,8917.0,4783,979,740,.445,.336,.767,20.2,10.8,2.2,1.7,10.8,.058,-2.3,-0.7,1988
37,NYK,Greg Butler,Stanford,3,55,210.0,76,53,4,.354,.000,.714,3.8,1.4,1.0,0.1,-0.3,-.078,-12.7,-0.6,1988
38,PHO,Dean Garrett,Indiana,6,359,6969.0,1737,1810,204,.480,,.677,19.4,4.8,5.0,0.6,14.1,.097,-1.4,1.1,1988
39,MIL,Tito Horford,Miami (FL),3,63,376.0,93,84,5,.300,,.628,6.0,1.5,1.3,0.1,-0.5,-.069,-9.4,-0.7,1988
40,MIA,Orlando Graham,Auburn University at Montgomery,1,7,22.0,8,11,0,.300,,.500,3.1,1.1,1.6,0.0,0.0,-.047,-13.2,-0.1,1988
41,GSW,Keith Smart,Indiana,1,2,12.0,2,1,2,.000,.000,1.000,6.0,1.0,0.5,1.0,0.0,-.175,-14.1,0.0,1988
42,UTA,Jeff Moe,Iowa,,,0.0,,,,,,,,,,,,,,,1988
43,DEN,Todd Mitchell,Purdue,1,24,353.0,123,50,21,.443,,.578,14.7,5.1,2.1,0.9,-0.1,-.008,-5.6,-0.3,1988
44,ATL,Anthony Taylor,Oregon,1,21,368.0,144,34,43,.397,.000,.750,17.5,6.9,1.6,2.0,0.2,.029,-2.1,0.0,1988
45,LAC,Tom Garrick,Rhode Island,4,251,4718.0,1359,501,853,.469,.083,.775,18.8,5.4,2.0,3.4,5.9,.060,-1.4,0.7,1988
46,DAL,Morlon Wiley,Cal State Long Beach,7,295,3843.0,1078,341,722,.412,.354,.707,13.0,3.7,1.2,2.4,2.7,.034,-1.8,0.2,1988
47,DEN,Vernon Maxwell,Florida,13,855,24309.0,10912,2200,2912,.398,.320,.733,28.4,12.8,2.6,3.4,27.4,.054,-1.2,5.1,1988
48,DET,Micheal Williams,Baylor,10,413,10403.0,4533,1050,2385,.464,.227,.868,25.2,11.0,2.5,5.8,28.5,.132,2.3,11.2,1988
49,DAL,José Vargas,LSU,,,0.0,,,,,,,,,,,,,,,1988
50,PHO,Steve Kerr,Arizona,15,910,16207.0,5437,1060,1658,.479,.454,.864,17.8,6.0,1.2,1.8,47.2,.140,0.8,11.6,1988
51,LAC,Rob Lock,Kentucky,1,20,110.0,30,32,4,.281,,.800,5.5,1.5,1.6,0.2,-0.2,-.083,-9.3,-0.2,1988
52,NJN,Derrick Hamilton,Southern Miss,,,0.0,,,,,,,,,,,,,,,1988
53,POR,Anthony Mason,Tennessee State,13,882,30605.0,9656,7279,2963,.509,.167,.709,34.7,10.9,8.3,3.4,88.3,.138,1.0,23.2,1988
54,ATL,Jorge Gonzalez,,,,0.0,,,,,,,,,,,,,,,1988
55,PHO,Rodney Johns,Grand Canyon University,,,0.0,,,,,,,,,,,,,,,1988
56,SAS,Barry Sumpter,Austin Peay State University,1,1,1.0,0,0,0,.000,,,1.0,0.0,0.0,0.0,0.0,-.894,-49.2,0.0,1988
57,PHI,Hernán Montenegro,LSU,,,0.0,,,,,,,,,,,,,,,1988
58,CHH,Jeff Moore,Auburn,,,0.0,,,,,,,,,,,,,,,1988
59,MIA,Nate Johnston,University of Tampa,1,21,87.0,46,23,1,.375,.250,.692,4.1,2.2,1.1,0.0,0.1,.050,-4.5,-0.1,1988
60,WSB,Ed Davender,Kentucky,,,0.0,,,,,,,,,,,,,,,1988
61,IND,Herbert Crook,Louisville,,,0.0,,,,,,,,,,,,,,,1988
62,CHI,Derrick Lewis,Maryland,,,0.0,,,,,,,,,,,,,,,1988
63,MIL,Mike Jones,Auburn,,,0.0,,,,,,,,,,,,,,,1988
64,CLE,Winston Bennett,Kentucky,3,136,2157.0,648,414,120,.425,.000,.694,15.9,4.8,3.0,0.9,1.7,.037,-5.3,-1.8,1988
65,SEA,Corey Gaines,Loyola Marymount,5,80,1002.0,248,69,247,.424,.229,.736,12.5,3.1,0.9,3.1,1.1,.052,-2.3,-0.1,1988
66,DEN,Dwight Boyd,Memphis,,,0.0,,,,,,,,,,,,,,,1988
67,UTA,Ricky Grace,Oklahoma,1,3,8.0,4,1,1,.667,,.000,2.7,1.3,0.3,0.3,0.0,.103,-3.9,0.0,1988
68,ATL,Darryl Middleton,Baylor,,,0.0,,,,,,,,,,,,,,,1988
69,NYK,Phil Stinnie,VCU,,,0.0,,,,,,,,,,,,,,,1988
70,DAL,Jerry Johnson,Florida Southern College,,,0.0,,,,,,,,,,,,,,,1988
71,POR,Craig Neal,Georgia Tech,2,63,625.0,158,45,155,.373,.302,.600,9.9,2.5,0.7,2.5,-0.4,-.030,-5.8,-0.6,1988
72,DET,Lee Johnson,Norfolk State,,,0.0,,,,,,,,,,,,,,,1988
73,IND,Michael Anderson,Drexel,1,36,730.0,204,89,153,.417,.143,.695,20.3,5.7,2.5,4.3,0.2,.010,-2.4,-0.1,1988
74,BOS,Gerald Paddio,UNLV,3,129,1625.0,715,184,134,.421,.242,.746,12.6,5.5,1.4,1.0,0.1,.002,-5.3,-1.3,1988
75,SAS,Archie Marshall,Kansas,,,0.0,,,,,,,,,,,,,,,1988
1,SAC,Pervis Ellison,Louisville,11,474,11593.0,4494,3170,691,.510,.050,.689,24.5,9.5,6.7,1.5,21.8,.090,-0.5,4.4,1989
2,LAC,Danny Ferry,Duke,13,917,18133.0,6439,2550,1185,.446,.393,.840,19.8,7.0,2.8,1.3,34.8,.092,-0.9,4.9,1989
3,SAS,Sean Elliott,Arizona,12,742,24502.0,10544,3204,1897,.465,.375,.799,33.0,14.2,4.3,2.6,55.7,.109,0.2,13.5,1989
4,MIA,Glen Rice,Michigan,15,1000,34985.0,18336,4387,2097,.456,.400,.846,35.0,18.3,4.4,2.1,88.7,.122,0.8,24.9,1989
5,CHH,J.R. Reid,UNC,11,672,15370.0,5680,3381,639,.472,.135,.716,22.9,8.5,5.0,1.0,22.5,.070,-2.9,-3.7,1989
6,CHI,Stacey King,Oklahoma,8,438,7406.0,2819,1460,387,.478,.235,.707,16.9,6.4,3.3,0.9,10.9,.071,-3.4,-2.7,1989
7,IND,George McCloud,Florida State,12,766,17429.0,6925,2342,1769,.402,.358,.810,22.8,9.0,3.1,2.3,24.6,.068,-0.8,5.3,1989
8,DAL,Randy White,Louisiana Tech,5,281,5382.0,2083,1366,175,.401,.193,.707,19.2,7.4,4.9,0.6,1.9,.017,-5.0,-4.0,1989
9,WSB,Tom Hammonds,Georgia Tech,12,687,10419.0,3617,2243,378,.480,.000,.691,15.2,5.3,3.3,0.6,14.7,.068,-3.8,-4.7,1989
10,MIN,Pooh Richardson,UCLA,10,639,19399.0,7083,1807,4180,.444,.329,.652,30.4,11.1,2.8,6.5,26.7,.066,0.2,10.5,1989
11,ORL,Nick Anderson,Illinois,13,800,24922.0,11529,4064,2087,.446,.356,.667,31.2,14.4,5.1,2.6,55.3,.106,1.9,24.7,1989
12,NJN,Mookie Blaylock,Oklahoma,13,889,31026.0,11962,3659,5972,.409,.336,.736,34.9,13.5,4.1,6.7,71.8,.111,3.0,39.2,1989
13,BOS,Michael Smith,BYU,3,141,1328.0,698,212,142,.474,.150,.835,9.4,5.0,1.5,1.0,1.4,.049,-3.6,-0.5,1989
14,GSW,Tim Hardaway,Texas-El Paso,13,867,30626.0,15373,2855,7095,.431,.355,.782,35.3,17.7,3.3,8.2,85.0,.133,3.1,39.6,1989
15,DEN,Todd Lichti,Stanford,5,237,4240.0,1870,505,325,.460,.244,.789,17.9,7.9,2.1,1.4,5.6,.063,-2.5,-0.5,1989
16,SEA,Dana Barros,Boston College,14,850,19480.0,8901,1609,2837,.460,.411,.858,22.9,10.5,1.9,3.3,49.6,.122,1.7,18.1,1989
17,SEA,Shawn Kemp,Trinity Valley CC,14,1051,29293.0,15347,8834,1704,.488,.277,.741,27.9,14.6,8.4,1.6,89.5,.147,0.6,19.4,1989
18,CHI,B.J. Armstrong,Iowa,11,747,17790.0,7320,1321,2479,.477,.425,.856,23.8,9.8,1.8,3.3,45.0,.121,-0.2,8.1,1989
19,PHI,Kenny Payne,Louisville,4,144,1167.0,508,170,61,.410,.293,.859,8.1,3.5,1.2,0.4,-0.1,-.005,-4.9,-0.9,1989
20,CHI,Jeff Sanders,Georgia Southern University,4,55,462.0,112,103,25,.395,,.609,8.4,2.0,1.9,0.5,-0.1,-.008,-6.3,-0.5,1989
21,UTA,Blue Edwards,East Carolina University,10,704,18409.0,7585,2376,1409,.475,.335,.779,26.1,10.8,3.4,2.0,24.2,.063,-1.6,1.9,1989
22,POR,Byron Irvin,Missouri,3,87,849.0,451,123,73,.471,.350,.722,9.8,5.2,1.4,0.8,2.1,.121,0.6,0.6,1989
23,ATL,Roy Marble,Iowa,2,29,194.0,55,32,12,.257,.000,.594,6.7,1.9,1.1,0.4,-0.5,-.122,-8.8,-0.3,1989
24,PHO,Anthony Cook,Arizona,4,116,1499.0,418,428,34,.439,.000,.524,12.9,3.6,3.7,0.3,1.0,.033,-3.7,-0.7,1989
25,CLE,John Morton,Seton Hall,3,128,1879.0,609,161,342,.386,.224,.787,14.7,4.8,1.3,2.7,0.5,.013,-3.0,-0.5,1989
26,LAL,Vlade Divac,,16,1134,33838.0,13398,9326,3541,.495,.235,.692,29.8,11.8,8.2,3.1,96.4,.137,2.3,36.3,1989
27,DET,Kenny Battle,Illinois,4,134,1795.0,627,327,106,.504,.133,.725,13.4,4.7,2.4,0.8,3.7,.098,-0.4,0.7,1989
28,MIA,Sherman Douglas,Syracuse,12,765,21148.0,8425,1672,4536,.484,.267,.678,27.6,11.0,2.2,5.9,32.9,.075,-0.3,9.2,1989
29,CHH,Dyron Nix,Tennessee,1,20,109.0,39,26,5,.359,,.688,5.5,2.0,1.3,0.3,0.0,-.015,-5.8,-0.1,1989
30,MIL,Frank Kornet,Vanderbilt,2,89,595.0,171,95,30,.369,.263,.596,6.7,1.9,1.1,0.3,0.0,-.004,-6.2,-0.6,1989
31,LAC,Jeff Martin,Murray State,2,143,2685.0,956,290,109,.417,.282,.694,18.8,6.7,2.0,0.8,2.1,.038,-3.2,-0.8,1989
32,NJN,Stanley Brundy,DePaul,1,16,128.0,37,26,3,.500,,.389,8.0,2.3,1.6,0.2,0.2,.057,-3.1,0.0,1989
33,LAC,Jay Edwards,Indiana,1,4,26.0,7,2,4,.429,.000,.333,6.5,1.8,0.5,1.0,0.0,.022,-4.0,0.0,1989
34,MIN,Gary Leonard,Missouri,3,31,149.0,44,34,2,.459,.000,.500,4.8,1.4,1.1,0.1,0.1,.029,-6.9,-0.2,1989
35,DAL,Pat Durham,Colorado State,2,64,930.0,323,108,57,.469,.192,.667,14.5,5.0,1.7,0.9,0.7,.037,-2.0,0.0,1989
36,POR,Clifford Robinson,UConn,18,1380,42561.0,19591,6306,3094,.438,.356,.689,30.8,14.2,4.6,2.2,89.7,.101,0.5,26.6,1989
37,ORL,Michael Ansley,Alabama,3,149,2143.0,1026,621,67,.513,,.722,14.4,6.9,4.2,0.4,6.4,.142,-1.0,0.6,1989
38,MIN,Doug West,Villanova,12,676,16649.0,6477,1670,1292,.481,.191,.801,24.6,9.6,2.5,1.9,17.7,.051,-3.0,-4.2,1989
39,WSB,Ed Horton,Iowa,1,45,374.0,202,108,19,.494,.000,.609,8.3,4.5,2.4,0.4,0.4,.050,-4.9,-0.3,1989
40,BOS,Dino Radja,,4,224,7308.0,3733,1883,356,.497,.000,.735,32.6,16.7,8.4,1.6,14.3,.094,-0.4,3.0,1989
41,WSB,Doug Roth,Tennessee,1,42,412.0,81,120,20,.430,.000,.500,9.8,1.9,2.9,0.5,0.4,.052,-5.3,-0.3,1989
42,DEN,Michael Cutright,McNeese State University,,,0.0,,,,,,,,,,,,,,,1989
43,CLE,Chucky Brown,NC State,13,694,11962.0,4125,2148,549,.491,.227,.699,17.2,5.9,3.1,0.8,19.0,.076,-2.7,-2.0,1989
44,PHI,Reggie Cross,Hawaii,,,0.0,,,,,,,,,,,,,,,1989
45,MIA,Scott Haffner,University of Evansville,2,50,609.0,213,55,89,.403,.130,.667,12.2,4.3,1.1,1.8,-0.1,-.012,-5.1,-0.5,1989
46,PHO,Ricky Blanton,LSU,1,2,13.0,6,3,1,.429,,,6.5,3.0,1.5,0.5,0.0,.088,-0.3,0.0,1989
47,DEN,Reggie Turner,UAB,,,0.0,,,,,,,,,,,,,,,1989
48,UTA,Junie Lewis,University of South Alabama,,,0.0,,,,,,,,,,,,,,,1989
49,ATL,Haywoode Workman,Oral Roberts,8,359,7202.0,1967,819,1410,.419,.323,.764,20.1,5.5,2.3,3.9,10.7,.071,-0.7,2.4,1989
50,NYK,Brian Quinnett,Washington State,3,138,1530.0,474,224,76,.414,.326,.677,11.1,3.4,1.6,0.6,0.9,.027,-3.7,-0.6,1989
51,PHO,Mike Morrison,Loyola (MD),1,36,153.0,72,20,11,.338,.286,.800,4.3,2.0,0.6,0.3,-0.3,-.106,-10.5,-0.3,1989
52,PHO,Greg Grant,Trenton State University,6,274,3350.0,767,248,751,.383,.281,.710,12.2,2.8,0.9,2.7,1.6,.023,-2.9,-0.8,1989
53,DAL,Jeff Hodge,University of South Alabama,,,0.0,,,,,,,,,,,,,,,1989
54,PHI,Toney Mack,Georgia,,,0.0,,,,,,,,,,,,,,,1989
1,NJN,Derrick Coleman,Syracuse,15,781,25903.0,12884,7232,1985,.447,.295,.769,33.2,16.5,9.3,2.5,64.3,.119,1.4,22.3,1990
2,SEA,Gary Payton,Oregon State,17,1335,47117.0,21813,5269,8966,.466,.317,.729,35.3,16.3,3.9,6.7,145.5,.148,3.3,62.5,1990
3,DEN,Mahmoud Abdul-Rauf,LSU,9,586,15628.0,8553,1087,2079,.442,.354,.905,26.7,14.6,1.9,3.5,25.2,.077,-0.8,4.5,1990
4,ORL,Dennis Scott,Georgia Tech,10,629,17983.0,8094,1774,1296,.417,.397,.793,28.6,12.9,2.8,2.1,33.4,.089,0.2,9.9,1990
5,CHH,Kendall Gill,Illinois,15,966,29481.0,12914,4002,2945,.434,.300,.754,30.5,13.4,4.1,3.0,47.8,.078,0.1,15.8,1990
6,MIN,Felton Spencer,Louisville,12,640,12298.0,3354,3436,213,.484,.000,.658,19.2,5.2,5.4,0.3,20.9,.081,-4.3,-7.0,1990
7,SAC,Lionel Simmons,La Salle,7,454,13472.0,5833,2833,1498,.433,.305,.771,29.7,12.8,6.2,3.3,16.9,.060,0.0,6.7,1990
